,orig_index,context_segment,context_segment_text,page_url
300,287,0,"

Offensive items - Tradera

Categories
My wish list
My overview
Create an ad
Contact us

Categories
My wish list
My overview
Create an ad
Contact us

Offensive items
We limit the sale of items which is meant to instigate hate/discrimination of people based on race, gender, origin, nationality, skin color, language, faith, sexuality or political opinion. 
Why do we have this rule?
We want everyone to feel welcome at Tradera, this is the reason that we allow the sale of most thing, however items that propagate the use of hate, violence, racial, gender or religious discrimination does not belong on Tradera.
 
We allow the sale of genuine historical items as long as they have a historical value or is a collectors item. 
Each item is judged on a case by case basis. 

Prohibited

Examples of restricted items

New items that can be seen as incitement against ethnic groups
New items with ties to national socialism or racism
Music or movies meant to incite hatred or racism
Uniforms or personal belonging from concentration camps
All kinds of flags or armlets with Nazi symbols even if they are authentic 
Items meant to disparage nationalities or races

Allowed with restrictions

Allowed with restrictions

Documentaries/photography depicting war, victims of war or violence as long as they aren't in violation of the rules regarding racism, nazism, sexism, homophobia or other kinds of discrimination. 

Allowed

Examples of allowed items

Authentic items from the second world war
Stamps, letters, postcards, envelopes and money from the second world war

Buy
How to shop at Tradera
Categories
Popular brands

Sell
Private seller
Sell as business
Shipping calculator
Store
Charity causes

Contact & help
Security
Rules
FAQ
Contact us

Information
Terms of service
Privacy statement
Cookies

",https://info.tradera.com/en/offensive-items/
301,288,0,"

Stødende varer - Tradera

Kategorier
Huskeliste
Oversigt
Opret ny annonce
Kontakt os

Kategorier
Huskeliste
Oversigt
Opret ny annonce
Kontakt os

Stødende varer 

Vi begrænser salget af varer, der har til formål at opildne til had/diskrimination af mennesker baseret på race, køn, oprindelse, nationalitet, hudfarve, sprog, religion, seksualitet eller politiske holdninger.

Hvorfor har vi denne regel?

Vi ønsker at alle skal føle sig velkomne på Tradera. Dette er anledningen til, at vi tillader salg af de fleste ting, men varer, der opildner til had, vold og racistisk, kønnet eller religiøs diskrimination hører ikke hjemme på Tradera.
Vi tillader salg af autentiske historiske genstande, så længe de har en historisk værdi eller er en samlervare.  Hver vare bedømmes individuelt.

Forbudt

Eksempler på forbudte varer

Nye varer, der kan ses som tilskyndelse til had mod etniske grupper
Nye varer, der knytter sig til national socialisme eller racisme
Musik eller film, hvis intention er at tilskynde til had eller racisme 
Uniformer eller personlige ejendele fra koncentrationslejre
Alle former for flag eller armbind med nazisymboler, selvom de er autentiske
Varer, der virker nedsættende i forhold til nationalitet eller race

Tilladt med restriktioner

Eksempler på varer, der er tilladt med restriktioner

Dokumentarer/fotografier der afbilder krig, krigsofre eller vold, så længe de ikke overtræder reglerne om racisme, nazisme, sexisme, homofobi eller andre former for diskrimination

Tilladt

Eksempler på tilladte varer

Autentiske objekter fra Anden Verdenskrig
Frimærker, breve, postkort, konvolutter og penge fra 2. Verdenskrig

Købe
Sådan handler du på Tradera
Kategorier
Populære varemærker

Sælg
Sådan sælger du som privatperson
Erhvervssælgere
Fragt beregner
Butik
Velgørenhed

Kontakt & Hjælp
Sikkerhed
Handelsbetingelser
Ofte stillede spørgsmål
Kontakt os

Information
Brugeraftale
Fortrolighedspolitik
Cookies

",https://info.tradera.com/da/offensive-items/
302,289,0,"

Programvaror och elektronisk media - Tradera

Alla regler
Objekt du inte får sälja

Övriga otillåtna regler
Begagnade underkläder
Djur- och växtrelaterade objekt
Elektronisk utrustning
Drogrelaterade objekt
Explosiva objekt och kemikalier
Förfalskade sedlar, mynt och frimärken
Livsmedel
Läkemedelsrelaterade objekt
Märkeskopior, förfalskningar och andra kopior
Objekt som kan väcka anstöt
Pornografiskt material
Programvaror och elektronisk media
Tjänster och presentkort
Uniformer och säkerhetsrelaterade objekt
Vapenrelaterade objekt

Ej tillåtna annonsupplägg

Annonser utan objekt till försäljning
Begränsning av identiska objekt
Felaktiga kategorival
Frakt och avgifter
Fria val av objekt
Förhandsförsäljning och dropshipping
Försäljning utanför Tradera
Olämpliga bilder och objektsbeskrivningar
Vilseledande rubriker och objektsbeskrivningar

Övriga regler

Budtrissning
Bud är bindande
Sälja utanför Sverige
Omdömesregler
Reklamation
Ångerrätt

Programvaror och elektronisk media
Det finns begränsningar i vilka typer av programvaror du får sälja på Tradera. Vissa typer av programvaror är olagliga att sälja, andra kräver tillstånd. Även försäljning av objekt som levereras elektroniskt är begränsad på Tradera.
Varför har vi denna regel?
Vi vill med denna regel hjälpa våra medlemmar att följa de lagar och regler som finns vid försäljning av programvaror och elektronisk media. Försäljning av dessa varor kan även komma att skada Tradera och dess medlemmar. Därför finns begränsningar kring att sälja sådana produkter på Tradera.

Otillåtet att sälja

Exempel på otillåtna varor

Beta-, test- och utvärderingskopior samt förhandsversioner av programvara
Programvara, gratisprogram och spridprogram på inspelningsbar media, till exempel CD-R-skivor
Spelkonton, spelkaraktärer, spelvaluta, virtuella objekt och inbjudningar till spel och andra onlinetjänster

Tillåtet att sälja, med restriktioner

Exempel på restriktioner

Akademisk programvara får endast säljas av auktoriserade återförsäljare av utbildningsmaterial, en utbildningsinstitution eller en medlem av en fakultet
OEM-programvara (Original Equipment Manufacturer, mjukvara som erhålls som en del i köpet av en ny dator) så länge den annonseras ut tillsammans med komplett och fungerande hårdvara
Programvara (t ex produktnycklar), så länge du har tillstånd av rättighetsinnehavaren att sälja produkten digitalt
Programvara som annonseras ut av en auktoriserad återförsäljare som har rättigheter till onlinedistribution
NFT-konst, så länge försäljningen på förhand har godkänts av Tradera. I regel behöver både ett fysiskt och digitalt verk ingå i annonsen för att godkännas

Tillåtet att sälja

Exempel på tillåtet

3 månaders Xbox live
12 månaders presentkort till Netflix
En faktiskt CD-skiva med originalutgåva av programvara som t.ex Photoshop

",https://info.tradera.com/sakerhetscenter/regler-pa-tradera/programvaror-och-elektronisk-media/
303,290,0,"

Software and electronic media - Tradera

Categories
My wish list
My overview
Create an ad
Contact us

Categories
My wish list
My overview
Create an ad
Contact us

Software and electronic media
There are some restrictions when it comes to selling software at Tradera. Some software are prohibited by law to sell, others require a license or is only to be sold with the original hardware. 
There is also some restrictions for selling items that are delivered electronically.
Why do we have this rule?
These rules are in place to help our users follow the laws and regulations around selling software. There is also harmful software that might have a negative impact on Tradera or our users.

Prohibited

Examples of restricted items

Beta, test and evaluation copies 
Software, freeware and shareware on CD-R or USB
Game accounts, game characters, game currency, virtual objects and invites to games or other online services.

Allowed with restrictions

Allowed with restrictions

Academic software is only to be sold by authorized sellers of educational material
OEM-software (Original Equipment Manufacturer, software provided and locked to a specific hardware) as long as it is sold with the original hardware.
Software as long as you are allowed by the copyright owner to sell the product digitally
Software sold by an authorized re-seller with rights to online distribution of said software.
NFT-art, as long as the sale has been approved in advance by Tradera. Generally the listing needs to include both a physical and a digital piece in order to be approved

Allowed

Examples of allowed items

Gift cards for Xbox live and Playstation
Gift cards for Netflix and similar services
A legit CD version of software. 

Buy
How to shop at Tradera
Categories
Popular brands

Sell
Private seller
Sell as business
Shipping calculator
Store
Charity causes

Contact & help
Security
Rules
FAQ
Contact us

Information
Terms of service
Privacy statement
Cookies

",https://info.tradera.com/en/software-and-electronic-media/
304,291,0,"

Software og elektroniske medier - Tradera

Kategorier
Huskeliste
Oversigt
Opret ny annonce
Kontakt os

Kategorier
Huskeliste
Oversigt
Opret ny annonce
Kontakt os

Software og elektroniske medier
Der er nogle restriktioner ved salg af software på Tradera. Der er software, som er forbudt at sælge ved lov, andre kræver en licens eller må kun sælges sammen med den oprindelige hardware. Der er også restriktioner på at sælge varer, der leveres elektronisk.
Hvorfor har vi disse regler?

Reglerne er til for at hjælpe brugerne med at følge love og reguleringer i forhold til salg af software. Der findes også skadelig software, der kan have en negativ effect på Tradera eller vores brugere.

Forbudt

Eksempler på forbudte varer

Beta-udgaver, tests og evalueringskopier
Software, freeware og shareware på CD-R eller USB
Spilkonti, spilkarakterer, spilvaluta, virtuelle objekter og spilinvitationer eller andre onlinetjenester.

Tilladt med restriktioner

Eksempler på varer, der er tilladt med restriktioner

Akademisk software, der kun må sælges af autoriserede forhandlere af uddannelsesmateriale
OEM-software (Original Equipment Manufacturer), software som medfølger og er tilknyttet til en specifik hardware, så længe det sælges sammen med den originale hardware.
Software, så længe du har tilladelse af rettighedshaveren til at sælge produktet digitalt
Software, der sælges af en autoriseret forhandler med rettighederne til online-distribuering af den pågældende software.

Tilladt

Eksempler på tilladte varer

Gavekort til Xbox live og PlayStation
Gavekort til Netflix og lignende tjenester
En lovlig cd-version af software 

Købe
Sådan handler du på Tradera
Kategorier
Populære varemærker

Sælg
Sådan sælger du som privatperson
Erhvervssælgere
Fragt beregner
Butik
Velgørenhed

Kontakt & Hjælp
Sikkerhed
Handelsbetingelser
Ofte stillede spørgsmål
Kontakt os

Information
Brugeraftale
Fortrolighedspolitik
Cookies

",https://info.tradera.com/da/software-and-electronic-media/
305,292,0,"

Tjänster och presentkort - Tradera

Alla regler
Objekt du inte får sälja

Övriga otillåtna regler
Begagnade underkläder
Djur- och växtrelaterade objekt
Elektronisk utrustning
Drogrelaterade objekt
Explosiva objekt och kemikalier
Förfalskade sedlar, mynt och frimärken
Livsmedel
Läkemedelsrelaterade objekt
Märkeskopior, förfalskningar och andra kopior
Objekt som kan väcka anstöt
Pornografiskt material
Programvaror och elektronisk media
Tjänster och presentkort
Uniformer och säkerhetsrelaterade objekt
Vapenrelaterade objekt

Ej tillåtna annonsupplägg

Annonser utan objekt till försäljning
Begränsning av identiska objekt
Felaktiga kategorival
Frakt och avgifter
Fria val av objekt
Förhandsförsäljning och dropshipping
Försäljning utanför Tradera
Olämpliga bilder och objektsbeskrivningar
Vilseledande rubriker och objektsbeskrivningar

Övriga regler

Budtrissning
Bud är bindande
Sälja utanför Sverige
Omdömesregler
Reklamation
Ångerrätt

Tjänster och presentkort
Presentkort är i allmänhet tillåtet att sälja på Tradera. Det förutsätter dock att presentkortet är utfärdat av ett väletablerat företag och att det avser en produkt som i övrigt är tillåten på Tradera. Rena tjänster är i regel inte tillåtna att sälja.
Varför har vi denna regel?
Denna policy hjälper oss att säkerställa en säker och trygg handelsplats för alla medlemmar. Försäljning av tjänster eller presentkort under okontrollerade former kan komma att skada Tradera och dess medlemmar, varför det inte tillåts på Tradera.  Vi förbehåller oss rätten att avgöra vad som i detta sammanhang klassas som ett väletablerat företag samt vad som är en tillåten tjänst.
 
Vid större kampanjer kan vissa undantag från den här regeln förekomma, detta sker då alltid i samförstånd med Tradera.

Otillåtet att sälja

Exempel på otillåtna varor

En annons för ett ”virtuellt” förhållande
En tjänst som antyder massage, eller på något sätt förmedlar en intim kontakt inklusive träffar, ledsagare eller motsvarande
Presentkort utfärdade av privatpersoner
Presentkort utfärdade av företag som inte anses vara väletablerade

Tillåtet att sälja, med restriktioner

Exempel på restriktioner

Tjänster sålda och förmedlade av ett väletablerat företag, så länge försäljningen godkänts av Tradera
Presentkort eller biljetter där sista giltighetsdatum har passerat, så länge objektet har ett tydligt samlarvärde

Tillåtet att sälja

Exempel på tillåtet

Biocheckar från SF Bio
Presentkort hos Vingresor
Objekt som ska modifieras utifrån köparens önskemål, se vår policy för  fria val av objekt .

",https://info.tradera.com/sakerhetscenter/regler-pa-tradera/tjanster-och-presentkort/
306,293,0,"

Services and gift cards - Tradera

Categories
My wish list
My overview
Create an ad
Contact us

Categories
My wish list
My overview
Create an ad
Contact us

Services and gift cards
Gift cards are allowed as long as they are from a known store or company. This is provided that the goods or services are allowed to be sold at Tradera.
Why do we have this rule?
This policy helps us in providing a safe and secure trading page for all of our users. We reserve the right to decide which services and gift cards are allowed on our site. 
.
During large events some exceptions to this rule might be made but only with permission from Tradera.

Prohibited

Examples of restricted items

Listings for virtual relationships
Massage or other forms of intimate contact including dates, partnership etc. 
Gift cards made out by individuals
Gift cards from companies that can't be considered well established

Allowed with restrictions

Allowed with restrictions

Services sold and provided by well established companies as long as Tradera has approved the sale.
Gift cards or tickets that is passed use by date as long as they are clearly collectibles.

Allowed

Examples of allowed items

Cinema gift cards from SF
Gift cards from established travel agencies
Custom made items, see our  policy for custom items.

Buy
How to shop at Tradera
Categories
Popular brands

Sell
Private seller
Sell as business
Shipping calculator
Store
Charity causes

Contact & help
Security
Rules
FAQ
Contact us

Information
Terms of service
Privacy statement
Cookies

",https://info.tradera.com/en/services-and-gift-cards/
307,294,0,"

Tjenester og gavekort - Tradera

Kategorier
Huskeliste
Oversigt
Opret ny annonce
Kontakt os

Kategorier
Huskeliste
Oversigt
Opret ny annonce
Kontakt os

Tjenester og gavekort

Gavekort er tilladt, så længe de kommer fra en velkendt butik eller virksomhed, og varerne eller tjenesterne er tilladte at sælge på Tradera.

Hvorfor har vi denne regel?

Denne policy hjælper os med at sørge for, at vores markedsplads kan være sikker for alle vores brugere. Vi forbeholder os retten til at afgøre, hvilke tjenester og gavekort der er tilladt på vores side.
Under større begivenheder kan der være visse undtagelser fra denne regel, men kun med tilladelse fra Tradera.

Forbudt

Eksempler på forbudte varer

Annoncer for virtuelle forhold
Massage eller andre former for intim kontakt, inklusive dates, forhold og lignende
Gavekort lavet af enkeltpersoner
Gavekort fra virksomheder, der ikke kan betragtes som veletablerede

Tilladt med restriktioner

Eksempler på varer, der er tilladt med restriktioner

Tjenester, der sælges og udbydes af veletablerede virksomheder, så længe Tradera har godkendt salget.
Gavekort eller billetter, der har overskredet udløbstidspunktet eller tidspunktet for begivenheden, og hvor det tydeligt fremgår, at de er en samlervare.

Tilladt

Eksempler på tilladte varer

Biografgavekort
Gavekort fra etablerede rejsebureauer
Specialfremstillede varer, se vores  policy for specialfremstillede varer .

Købe
Sådan handler du på Tradera
Kategorier
Populære varemærker

Sælg
Sådan sælger du som privatperson
Erhvervssælgere
Fragt beregner
Butik
Velgørenhed

Kontakt & Hjælp
Sikkerhed
Handelsbetingelser
Ofte stillede spørgsmål
Kontakt os

Information
Brugeraftale
Fortrolighedspolitik
Cookies

",https://info.tradera.com/da/services-and-gift-cards/
308,295,0,"

Uniformer och säkerhetsrelaterade objekt - Tradera

Alla regler
Objekt du inte får sälja

Övriga otillåtna regler
Begagnade underkläder
Djur- och växtrelaterade objekt
Elektronisk utrustning
Drogrelaterade objekt
Explosiva objekt och kemikalier
Förfalskade sedlar, mynt och frimärken
Livsmedel
Läkemedelsrelaterade objekt
Märkeskopior, förfalskningar och andra kopior
Objekt som kan väcka anstöt
Pornografiskt material
Programvaror och elektronisk media
Tjänster och presentkort
Uniformer och säkerhetsrelaterade objekt
Vapenrelaterade objekt

Ej tillåtna annonsupplägg

Annonser utan objekt till försäljning
Begränsning av identiska objekt
Felaktiga kategorival
Frakt och avgifter
Fria val av objekt
Förhandsförsäljning och dropshipping
Försäljning utanför Tradera
Olämpliga bilder och objektsbeskrivningar
Vilseledande rubriker och objektsbeskrivningar

Övriga regler

Budtrissning
Bud är bindande
Sälja utanför Sverige
Omdömesregler
Reklamation
Ångerrätt

Uniformer och säkerhetsrelaterade objekt
Tradera tillåter försäljning av uniformer eller ID-brickor så länge de inte kan utgöra en säkerhetsrisk. Om objekten kommer från polisväsendet, räddningstjänsten, vaktbolag eller andra säkerhetsrelaterade verksamheter finns det begränsningar kring försäljningen.
Varför har vi denna regel?
Tradera har fört diskussioner med Polisen och andra myndigheter avseende deras inställning till försäljning av polis- eller räddningstjänstrelaterade objekt till allmänheten. Dessa organisationer oroar sig för att individer kan komma att använda brickor eller andra föremål för att felaktigt utge sig för att vara poliser eller ingå i räddningstjänsten. I många fall är det förbjudet enligt gällande lagstiftning att utan tillstånd inneha en polisbricka. Läs gärna mer på  polisens hemsida .

Otillåtet att sälja

Exempel på otillåtna varor

Nuvarande, eller nyligen gällande, polis- eller räddningstjänstuniformer
Myndighetsuniformer, civila uniformer eller delar av uniformer (till exempel slipsar, hattar, tyger) som utfärdats under de sista 10 åren eller som fortfarande är i bruk (från till exempel armén, brandkåren, flygbolag, flygplatser, järnvägsbolag eller vaktbolag)
Militärpolisbrickor, brickor eller märken från ordningsmaktsorganisationer eller annan räddningstjänst (till exempel brandkåren), brickor som utfärdats av nationella eller internationella myndigheter, brickor som utfärdats av privata vaktbolag och brickor som utgör filmrekvisita
Identifikationskort
Jackor som används vid razzior
Belysning och sirener från utryckningsfordon, avspärrningsutrustning
Utrustning för att kontrollera trafikljus
Kopior eller reproduktioner av polisbrickor. Sådana brickor gör intrång i den utfärdande myndighetens upphovsrätt och varumärke
Original, kopior eller imitationer av namnskyltar, ID-kort, logotyper, säkerhetsinstruktioner, handböcker, kartor eller anteckningsböcker som är märkta som konfidentiella (från till exempel polisen, armén, brandkåren, flygbolag, flygplatser, järnvägsbolag eller vaktbolag)

Tillåtet att sälja, med restriktioner

Exempel på restriktioner

Polisuniformer som tagits ur bruk och som inte på något vis påminner om gällande polisuniformer. Detta måste tydligt framgå av beskrivningen
Historiska brickor som inte liknar moderna polisbrickor, förutsatt att det i beskrivningen tydligt anges att brickan är ett historiskt föremål eller att den är utfärdad av en organisation som inte längre finns
Minibrickor (ungefär 3 × 3 centimeter stora)

Tillåtet att sälja

Exempel på tillåtet

Maskeradklädsel
Brickor som klart och tydligt inte är officiella (till exempel plast-, eller leksaksbrickor)
Godkända souvenirobjekt, t ex: Hattar, muggar, broscher, pennor, knappar, manschettknappar, T-shirts och sedelklämmor

",https://info.tradera.com/sakerhetscenter/regler-pa-tradera/uniformer-och-sakerhetsrelaterade-objekt/
309,296,0,"

Uniforms and security related items - Tradera

Categories
My wish list
My overview
Create an ad
Contact us

Categories
My wish list
My overview
Create an ad
Contact us

Uniforms and security related items
Tradera allows the sale of uniforms and ID badges as long as they can't be considered a security risk. If the items are from the law enforcement, emergency services, security companies or similar fields there are restrictions for selling these items.
Why do we have this rule?
Tradera is following the restrictions we have received from the Police and other government instances regarding the sale of these items.
In many cases selling or owning these items without the proper permits are prohibited by law. 
Read more about it at the  Swedish law enforcement web-site .

Prohibited

Examples of restricted items

Current or recent police and emergency services uniforms
Uniforms used by government agencies, civilian uniforms or parts of uniforms (such as ties, hats and cloth) that has been issued in the last 10 years or that is still current. Such as the army, fire fighters, airlines, railroad companies or security companies
Badges from the military police, badges and patches from law enforcement agencies or emergency services. Badges from national and international government agencies, badges from private security companies.
ID cards
Police jackets
Sirens and light from emergency vehicles and police/emergency barriers.
Equipment made for manipulating traffic lights
Copies or replicas of police badges
Originals, copies and replicas of nametags, ID cards, logos, security instructions, manuals, maps or notebooks marked as confidential

Allowed with restrictions

Allowed with restrictions

Uniforms not in use that isn't similar to current uniforms. This must be apparent in the description
Historical badges that´s not similar to current badges or from a defunct organization. This must be apparent in the description
Mini badges (about 3 x 3 centimeters)

Allowed

Examples of allowed items

Costumes
Badges that obviously isn't legitimate such as plastic or toy badges
Souvenirs such as hats, mugs, pens, buttons and t-shirts 

Buy
How to shop at Tradera
Categories
Popular brands

Sell
Private seller
Sell as business
Shipping calculator
Store
Charity causes

Contact & help
Security
Rules
FAQ
Contact us

Information
Terms of service
Privacy statement
Cookies

",https://info.tradera.com/en/uniforms-and-security-related-items/
310,297,0,"

Uniformer og sikkerhedsrelaterede varer - Tradera

Kategorier
Huskeliste
Oversigt
Opret ny annonce
Kontakt os

Kategorier
Huskeliste
Oversigt
Opret ny annonce
Kontakt os

Uniformer og sikkerhedsrelaterede varer 

Tradera tillader salg af uniformer og ID-skilte, så længe de ikke kan anses for at være en sikkerhedsrisiko. Hvis varerne er fra politiet, redningstjenesten, sikkerhedsfirmaer eller lignende, er salget af disse varer omfattet af restriktioner.

Hvorfor har vi denne regel?

Tradera følger de restriktioner, som vi har fået fra politiet og andre offentlige instanser gældende salget af disse varer.
I mange tilfælde er det at sælge eller eje disse varer uden de rigtige tilladelser forbudt ved lov.
Du kan læse mere om dette på  det svenske politis hjemmeside .

Forbudt

Eksempler på forbudte varer

Redningstjeneste- og politiuniformer, som er i brug eller har været i brug for nylig
Uniformer, der bruges af offentlige instanser eller dele af uniformer (såsom slips, hat og stof), der har været i brug i løbet af de sidste ti år, eller som stadig er i brug. Dette gælder for eksempel uniformer tilhørende hæren, brandkorpset, sikkerhedsfirmaer og fly- eller jernbaneselskaber
Skilte fra militærpolitiet, skilte og mærker fra ordensmagten eller redningstjenesten. Skilte fra nationale og internationale offentlige instanser og skilte fra private sikkerhedsfirmaer. 
ID-kort
Politijakker
Sirener og lys fra udrykningskøretøjer og politi-/nødbarrierer.
Udstyr, der kan manipulere trafiklys
Kopier eller replikaer af politiskilte
Originale, kopier eller replikaer af navneskilte, ID-kort, logoer, sikkerhedsinstruktioner, manualer, kort eller notesbøger, der er klassificeret som fortrolige

Tilladt med restriktioner

Eksempler på varer, der er tilladt med restriktioner

Uniformer, der ikke er i brug og som ikke er mage til uniformer, der er er i brug. Dette skal fremgå af beskrivelsen
Historiske skilte fra en nedlagt organisation, eller som ikke er mage til dem, der allerede er i brug. Dette skal fremgå af beskrivelsen
Miniskilte (cirka 3 x 3 cm)

Tilladt

Eksempler på tilladte varer

Kostumer
Skilte, der tydeligvis ikke er ægte, såsom plastik- eller legetøjsskilte
Souvenirer såsom hatte, kopper, kuglepenne, knapper og t-shirts 

Købe
Sådan handler du på Tradera
Kategorier
Populære varemærker

Sælg
Sådan sælger du som privatperson
Erhvervssælgere
Fragt beregner
Butik
Velgørenhed

Kontakt & Hjælp
Sikkerhed
Handelsbetingelser
Ofte stillede spørgsmål
Kontakt os

Information
Brugeraftale
Fortrolighedspolitik
Cookies

",https://info.tradera.com/da/uniforms-and-security-related-items/
311,298,0,"

Nettoutbetalning - Tradera

Nettoutbetalning
Vi inför Nettoutbetalningar för att förenkla för dig som säljer på Tradera. Nettoutbetalning innebär att vi drar av våra avgifter innan vi betalar ut till dig istället för att dessa faktureras i slutet på månaden.  Nettoutbetalning fungerar för alla betalsätt förutom Swish.
Om du har ett positivt saldo i början på en vardag så startar vi en utbetalning. Om du har ett negativt saldo vid månadens slut skickar vi en faktura.
Nyhet!  Från och med måndagen den 30e maj kan du välja hur ofta du får dina utbetalningar. Varje dag, en gång i veckan eller en gång i månaden. 

Exempel - avgifter dras innan utbetalning
Alla händelser på Utbetalningar och avgifter sidan visas i fallande ordning där den senaste händelsen hamnar högst upp.

I exemplet ovan så kan vi se följande händelser i saldot:

26/3  Det skapas en debitering på 35 kr för provisionsavgift
1/4  Fakturan skapas, då saldot är på -35 kr så blir fakturans belopp 35 kr att betala
5/4  Säljaren publicerar ny annons med Highlight som debiteras mot saldot, saldot är nu -15 kr
10/4  Varan blir såld och provisionsavgift på 48 kr debiteras, saldot är nu -63 kr
12/4  Köparen betalar 480 kr för varan, saldot är nu 432 kr
13/4  Utbetalning på 432 kr genomförs till säljarens konto, saldot är nu 0 kr 

När sker utbetalningen
Det intervall du ställt in på kontot påverkar hur ofta vårt system försöker genomföra en utbetalning till dig. Kontrollen av saldot sker alltid på förmiddagen och så länge saldot är positivt så kommer en utbetalning påbörjas enligt det intervall du ställt in.

Varje vardag
Om du har utbetalningsintervallet inställt på dagligen så gäller följande:

Varje vardag kontrollerar vi om du har ett positivt saldo, om saldot är positivt påbörjas en utbetalning
Utbetalningen tar 1-2 bankdagar innan den syns på ditt konto

Veckovis
Om du har utbetalningsintervallet inställt på veckovis utbetalning så gäller följande:

Varje torsdag kontrollerar vi om du har ett positivt saldo, om saldot är positivt påbörjas en utbetalning
Utbetalningen tar 1-2 bankdagar innan den syns på ditt konto

Månadsvis
Om du har utbetalningsintervallet inställt på månadsvis utbetalning så gäller följande:

Den 25e kontrollerar vi om du har ett positivt saldo, om saldot är positivt påbörjas en utbetalning
Utbetalningen tar 1-2 bankdagar innan den syns på ditt konto
Infaller den 25e på en helgdag så påbörjar vi ändå utbetalningen men hanteringstiden blir något längre

Inställningen för utbetalningsintervall
Alternativen du kan välja på

Vanliga frågor och svar
Q:  I vilka fall får jag en faktura?  A:  Om du har avgifter kvar att betala den sista dagen på månaden men ingen kommande utbetalning så skapas en faktura på dessa avgifter. Samma gäller om den innestående utbetalningen inte täcker beloppet för avgifterna.
Q:  Kan jag låta avgiften gå över till nästa månad?  A:  Vi har inte stöd för att skjuta på avgifterna, vid månadsbryt så skapas alltid en faktura om du har ett negativt saldo. 
Q:  Köparen betalade inte, hur får jag bort avgiften? A:  Precis som tidigare så kan vi kreditera avgiften om du antingen anmäler obetald vara eller kontaktar vår kundservice. När avgiften krediteras så hamnar den som ett positivt belopp på ditt saldo och den kommer att betalas ut vid nästa utbetalningstillfälle.
Q:  Nästan alla mina köpare betalar med Swish, hur blir det då? A:  Om majoriteten av köparna använder Swish så kommer vi att dra av de avgifter vi kan från inbetalningar med andra betalsätt och eventuellt överskjutande belopp hamnar på fakturan.
Q:  Kan jag betala en skapad faktura med en kommande utbetalning? A:  I dagsläget så har vi inte den möjligheten. 
Q:  Påverkas mitt företagskonto? A:  De flesta företagare får uppdateringen senare i vår, vi kommer att ge dig tydlig information i samband med det.
Q:  Jag har gjort en återbetalning på en vara som köpts med Paynova, varför syns den inte på mitt saldo? A:  När en köpare betalt med Paynova  är det de som betalar för varan och fakturerar köparen. Detta innebär även att återbetalningen hanteras via Paynova och de kommer i sin tur att fakturera dig för återbetalningen.

",https://info.tradera.com/nettoutbetalning/
